ACT Symbol|Security Name|Exchange|CQS Symbol|ETF|Round Lot Size|Test Issue|NASDAQ Symbol
FDP|Fresh Del Monte Produce, Inc. Common Stock|N|FDP|N|100.0|N|FDP
FDS|FactSet Research Systems Inc. Common Stock|N|FDS|N|100.0|N|FDS
FDX|FedEx Corporation Common Stock|N|FDX|N|100.0|N|FDX
FE|FirstEnergy Corp. Common Stock|N|FE|N|100.0|N|FE
FEDU|Four Seasons Education (Cayman) Inc. American Depositary Shares, each ADS representing 10 ordinary shares|N|FEDU|N|100.0|N|FEDU
FENG|Phoenix New Media Limited American Depositary Shares, each representing 48 Class A ordinary shares.|N|FENG|N|100.0|N|FENG
FERG|Ferguson plc Ordinary Shares|N|FERG|N|100.0|N|FERG
FET|Forum Energy Technologies, Inc. Common Stock|N|FET|N|100.0|N|FET
FF|FutureFuel Corp.  Common shares|N|FF|N|100.0|N|FF
FFA|First Trust Enhanced Equity Income Fund|N|FFA|N|100.0|N|FFA
FFC|Flaherty & Crumrine Preferred and Income Securities Fund Incorporated|N|FFC|N|100.0|N|FFC
FFWM|First Foundation Inc. Common Stock|N|FFWM|N|100.0|N|FFWM
FG|F&G Annuities & Life, Inc. Common Stock|N|FG|N|100.0|N|FG
FGB|First Trust Specialty Finance and Financial Opportunities Fund|N|FGB|N|100.0|N|FGB
FGN|F&G Annuities & Life, Inc. 7.950% Senior Notes due 2053|N|FGN|N|100.0|N|FGN
FHI|Federated Hermes, Inc. Common Stock|N|FHI|N|100.0|N|FHI
FHN|First Horizon Corporation Common Stock|N|FHN|N|100.0|N|FHN
FI|Fiserv, Inc. Common Stock|N|FI|N|100.0|N|FI
FICO|Fair Isaac Corproation Common Stock|N|FICO|N|100.0|N|FICO
FIGS|FIGS, Inc. Class A Common Stock|N|FIGS|N|100.0|N|FIGS
FIHL|Fidelis Insurance Holdings Limited Common Shares|N|FIHL|N|100.0|N|FIHL
FINS|Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest|N|FINS|N|100.0|N|FINS
FINV|FinVolution Group American Depositary Shares|N|FINV|N|100.0|N|FINV
FIS|Fidelity National Information Services, Inc. Common Stock|N|FIS|N|100.0|N|FIS
FISK|Empire State Realty OP, L.P. Series 250 Operating Partnership Units Representing Limited Partnership Interests|P|FISK|N|100.0|N|FISK
FIX|Comfort Systems USA, Inc. Common Stock|N|FIX|N|100.0|N|FIX
FL|Foot Locker, Inc.|N|FL|N|100.0|N|FL
FLC|Flaherty & Crumrine Total Return Fund Inc Common Stock|N|FLC|N|100.0|N|FLC
FLNG|FLEX LNG Ltd. Ordinary Shares|N|FLNG|N|100.0|N|FLNG
FLO|Flowers Foods, Inc. Common Stock|N|FLO|N|100.0|N|FLO
FLR|Fluor Corporation Common Stock|N|FLR|N|100.0|N|FLR
FLS|Flowserve Corporation Common Stock|N|FLS|N|100.0|N|FLS
FLUT|Flutter Entertainment plc Ordinary Shares|N|FLUT|N|100.0|N|FLUT
FLYX|flyExclusive, Inc. Class A Common Stock|A|FLYX|N|100.0|N|FLYX
FMC|FMC Corporation Common Stock|N|FMC|N|100.0|N|FMC
FMN|Federated Hermes Premier Municipal Income Fund|N|FMN|N|100.0|N|FMN
FMS|Fresenius Medical Care AG American Depositary Shares (Each representing 1/2 of an Ordinary Share)|N|FMS|N|100.0|N|FMS
FMX|Fomento Economico Mexicano S.A.B. de C.V. Common Stock|N|FMX|N|100.0|N|FMX
FMY|First Trust Motgage Income Fund Common Shares of Beneficial Interest|N|FMY|N|100.0|N|FMY
FN|Fabrinet Ordinary Shares|N|FN|N|100.0|N|FN
FNA|Paragon 28, Inc. Common Stock|N|FNA|N|100.0|N|FNA
FNB|F.N.B. Corporation Common Stock|N|FNB|N|100.0|N|FNB
FND|Floor & Decor Holdings, Inc. Common Stock|N|FND|N|100.0|N|FND
FNF|FNF Group of Fidelity National Financial, Inc. Common Stock|N|FNF|N|100.0|N|FNF
FNGD|MicroSectors FANG  Index -3X Inverse Leveraged ETNs due January 8, 2038|P|FNGD|N|100.0|N|FNGD
FNGO|MicroSectors FANG  Index 2X Leveraged ETNs due January 8, 2038|P|FNGO|N|100.0|N|FNGO
FNGU|MicroSectors FANG  Index 3X Leveraged ETNs due January 8, 2038|P|FNGU|N|100.0|N|FNGU
FNV|Franco-Nevada Corporation|N|FNV|N|100.0|N|FNV
FOA|Finance of America Companies Inc. Class A Common Stock|N|FOA|N|100.0|N|FOA
FOF|Cohen & Steers Closed-End Opportunity Fund, Inc. Common Stock|N|FOF|N|100.0|N|FOF
FOR|Forestar Group Inc Common Stock |N|FOR|N|100.0|N|FOR
FOUR|Shift4 Payments, Inc. Class A Common Stock|N|FOUR|N|100.0|N|FOUR
FOXO|FOXO Technologies Inc. Class A Common Stock|A|FOXO|N|100.0|N|FOXO
FPF|First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest|N|FPF|N|100.0|N|FPF
FPH|Five Point Holdings, LLC Class A Common Shares|N|FPH|N|100.0|N|FPH
FPI|Farmland Partners Inc. Common Stock|N|FPI|N|100.0|N|FPI
FR|First Industrial Realty Trust, Inc. Common Stock|N|FR|N|100.0|N|FR
FRA|Blackrock Floating Rate Income Strategies Fund Inc  Common Stock|N|FRA|N|100.0|N|FRA
FRD|Friedman Industries Inc. Common Stock|A|FRD|N|100.0|N|FRD
FREY|FREYR Battery, Inc. Common Stock|N|FREY|N|100.0|N|FREY
FRGE|Forge Global Holdings, Inc. Common Stock|N|FRGE|N|100.0|N|FRGE
FRO|Frontline Plc Ordinary Shares|N|FRO|N|100.0|N|FRO
FRT|Federal Realty Investment Trust Common Stock|N|FRT|N|100.0|N|FRT
FSCO|FS Credit Opportunities Corp. Common Stock|N|FSCO|N|100.0|N|FSCO
FSD|First Trust High Income Long Short Fund Common Shares of Beneficial Interest|N|FSD|N|100.0|N|FSD
FSI|Flexible Solutions International Inc. Common Stock (CDA)|A|FSI|N|100.0|N|FSI
FSK|FS KKR Capital Corp. Common Stock|N|FSK|N|100.0|N|FSK
FSLY|Fastly, Inc. Class A Common Stock|N|FSLY|N|100.0|N|FSLY
FSM|Fortuna Silver Mines Inc Ordinary Shares (Canada)|N|FSM|N|100.0|N|FSM
FSP|Franklin Street Properties Corp. Common Stock|A|FSP|N|100.0|N|FSP
FSS|Federal Signal Corporation Common Stock|N|FSS|N|100.0|N|FSS
FT|Franklin Universal Trust Common Stock|N|FT|N|100.0|N|FT
FTF|Franklin Limited Duration Income Trust Common Shares of Beneficial Interest|A|FTF|N|100.0|N|FTF
FTHY|First Trust High Yield Opportunities 2027 Term Fund Common Stock|N|FTHY|N|100.0|N|FTHY
FTI|TechnipFMC plc Ordinary Share|N|FTI|N|100.0|N|FTI
FTK|Flotek Industries, Inc. Common Stock|N|FTK|N|100.0|N|FTK
FTS|Fortis Inc. Common Shares|N|FTS|N|100.0|N|FTS
FTV|Fortive Corporation Common Stock |N|FTV|N|100.0|N|FTV
FUBO|fuboTV Inc. Common Stock|N|FUBO|N|100.0|N|FUBO
FUL|H. B. Fuller Company Common Stock|N|FUL|N|100.0|N|FUL
FUN|Cedar Fair, L.P. Common Stock|N|FUN|N|100.0|N|FUN
FURY|Fury Gold Mines Limited Common Shares|A|FURY|N|100.0|N|FURY
FVRR|Fiverr International Ltd. Ordinary Shares, no par value|N|FVRR|N|100.0|N|FVRR
G|Genpact Limited Common Stock|N|G|N|100.0|N|G
GAB|Gabelli Equity Trust, Inc. (The) Common Stock|N|GAB|N|100.0|N|GAB
GAM|General American Investors, Inc. Common Stock|N|GAM|N|100.0|N|GAM
GATO|Gatos Silver, Inc. Common Stock|N|GATO|N|100.0|N|GATO
GATX|GATX Corporation Common Stock|N|GATX|N|100.0|N|GATX
GAU|Galiano Gold Inc.|A|GAU|N|100.0|N|GAU
GB|Global Blue Group Holding AG Ordinary Shares|N|GB|N|100.0|N|GB
GBAB|Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest|N|GBAB|N|100.0|N|GBAB
GBCI|Glacier Bancorp, Inc. Common Stock|N|GBCI|N|100.0|N|GBCI
GBLI|Global Indemnity Group, LLC Class A Common Stock (DE)|N|GBLI|N|100.0|N|GBLI
GBR|New Concept Energy, Inc Common Stock|A|GBR|N|100.0|N|GBR
GBTG|Global Business Travel Group, Inc. Class A Common Stock|N|GBTG|N|100.0|N|GBTG
GBX|Greenbrier Companies, Inc. (The) Common Stock|N|GBX|N|100.0|N|GBX
GCI|Gannett Co., Inc. Common Stock|N|GCI|N|100.0|N|GCI
GCO|Genesco Inc. Common Stock|N|GCO|N|100.0|N|GCO
GCTS|GCT Semiconductor Holding, Inc. Common Stock|N|GCTS|N|100.0|N|GCTS
GCV|Gabelli Convertible and Income Securities Fund, Inc. (The) Common Stock|N|GCV|N|100.0|N|GCV
GD|General Dynamics Corporation Common Stock|N|GD|N|100.0|N|GD
GDDY|GoDaddy Inc. Class A Common Stock|N|GDDY|N|100.0|N|GDDY
GDL|GDL Fund, The Common Shares of Beneficial Interest|N|GDL|N|100.0|N|GDL
GDO|Western Asset Global Corporate Defined Opportunity Fund Inc.|N|GDO|N|100.0|N|GDO
GDOT|Green Dot Corporation Class A Common Stock, $0.001 par value|N|GDOT|N|100.0|N|GDOT
GDV|Gabelli Dividend & Income Trust Common Shares of Beneficial Interest|N|GDV|N|100.0|N|GDV
GE|GE Aerospace Common Stock|N|GE|N|100.0|N|GE
GEF|Greif Inc. Class A Common Stock|N|GEF|N|100.0|N|GEF
GEF.B|Greif, Inc. Corporation Class B Common Stock|N|GEF.B|N|100.0|N|GEF.B
GEL|Genesis Energy, L.P. Common Units|N|GEL|N|100.0|N|GEL
GENC|Gencor Industries, Inc. Common Stock|A|GENC|N|100.0|N|GENC
GENI|Genius Sports Limited Ordinary Shares|N|GENI|N|100.0|N|GENI
GEO|Geo Group Inc (The) REIT|N|GEO|N|100.0|N|GEO
GES|Guess?, Inc. Common Stock|N|GES|N|100.0|N|GES
GETR|Getaround, Inc. Common Stock|N|GETR|N|100.0|N|GETR
GETY|Getty Images Holdings, Inc. Class A Common Stock|N|GETY|N|100.0|N|GETY
GEV|GE Vernova Inc. Common Stock|N|GEV|N|100.0|N|GEV
GF|New Germany Fund, Inc. (The) Common Stock|N|GF|N|100.0|N|GF
GFF|Griffon Corporation Common Stock|N|GFF|N|100.0|N|GFF
GFI|Gold Fields Limited American Depositary Shares|N|GFI|N|100.0|N|GFI
GFL|GFL Environmental Inc. Subordinate voting shares, no par value|N|GFL|N|100.0|N|GFL
GFR|Greenfire Resources Ltd. Common Shares|N|GFR|N|100.0|N|GFR
GGB|Gerdau S.A. Common Stock|N|GGB|N|100.0|N|GGB
GGG|Graco Inc. Common Stock|N|GGG|N|100.0|N|GGG
GGN|GAMCO Global Gold, Natural Resources & Income Trust|A|GGN|N|100.0|N|GGN
GGT|Gabelli Multi-Media Trust, Inc. (The) Common Stock|N|GGT|N|100.0|N|GGT
GGZ|Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest|N|GGZ|N|100.0|N|GGZ
GHC|Graham Holdings Company Common Stock|N|GHC|N|100.0|N|GHC
GHG|GreenTree Hospitality Group Ltd. American depositary shares, each representing one Class A ordinary share|N|GHG|N|100.0|N|GHG
GHI|Greystone Housing Impact Investors LP Beneficial Unit Certificates representing assignments of limited partnership interests|N|GHI|N|100.0|N|GHI
GHLD|Guild Holdings Company Class A Common Stock|N|GHLD|N|100.0|N|GHLD
GHM|Graham Corporation Common Stock|N|GHM|N|100.0|N|GHM
GHY|PGIM Global High Yield Fund, Inc.|N|GHY|N|100.0|N|GHY
GIB|CGI Inc. Common Stock|N|GIB|N|100.0|N|GIB
GIC|Global Industrial Company Common Stock|N|GIC|N|100.0|N|GIC
GIL|Gildan Activewear, Inc. Class A Sub. Vot. Common Stock|N|GIL|N|100.0|N|GIL
GIS|General Mills, Inc. Common Stock|N|GIS|N|100.0|N|GIS
GJH|Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1|N|GJH|N|100.0|N|GJH
GJO|Synthetic Fixed-Income Securities, Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores, Inc. Securities, Series 2004-5|N|GJO|N|100.0|N|GJO
GJP|Synthetic Fixed-Income Securities, Inc. on behalf of STRATS (SM) Trust for Dominion Resources, Inc. Securities, Series 2005-6, Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates|N|GJP|N|100.0|N|GJP
GJR|Synthetic Fixed-Income Securities, Inc. STRATS Trust for Procter&Gamble Securities, Series 2006-1|N|GJR|N|100.0|N|GJR
GJS|Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities, Series 2006-2|N|GJS|N|100.0|N|GJS
GJT|Synthetic Fixed-Income Securities, Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates, Series 2006-3|N|GJT|N|100.0|N|GJT
GKOS|Glaukos Corporation Common Stock|N|GKOS|N|100.0|N|GKOS
GL|Globe Life Inc. Common Stock|N|GL|N|100.0|N|GL
GLDG|GoldMining Inc. Common Shares|A|GLDG|N|100.0|N|GLDG
GLO|Clough Global Opportunities Fund Common Stock|A|GLO|N|100.0|N|GLO
GLOB|Globant S.A. Common Shares|N|GLOB|N|100.0|N|GLOB
GLP|Global Partners LP Common Units representing Limited Partner Interests|N|GLP|N|100.0|N|GLP
GLQ|Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest|A|GLQ|N|100.0|N|GLQ
GLT|Glatfelter Corporation Common Stock|N|GLT|N|100.0|N|GLT
GLU|Gabelli Global Utility Common Shares of Beneficial Ownership|A|GLU|N|100.0|N|GLU
GLV|Clough Global Dividend and Income Fund Common Shares of beneficial interest|A|GLV|N|100.0|N|GLV
GLW|Corning Incorporated Common Stock|N|GLW|N|100.0|N|GLW
GM|General Motors Company Common Stock|N|GM|N|100.0|N|GM
GME|GameStop Corporation Common Stock|N|GME|N|100.0|N|GME
GMED|Globus Medical, Inc. Class A Common Stock|N|GMED|N|100.0|N|GMED
GMRE|Global Medical REIT Inc. Common Stock|N|GMRE|N|100.0|N|GMRE
GMS|GMS Inc. Common Stock|N|GMS|N|100.0|N|GMS
GNE|Genie Energy Ltd. Class B Common Stock Stock|N|GNE|N|100.0|N|GNE
GNK|Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands)|N|GNK|N|100.0|N|GNK
GNL|Global Net Lease, Inc. Common Stock|N|GNL|N|100.0|N|GNL
GNRC|Generac Holdlings Inc. Common Stock|N|GNRC|N|100.0|N|GNRC
GNS|Genius Group Limited Ordinary Shares|A|GNS|N|100.0|N|GNS
GNT|GAMCO Natural Resources, Gold & Income Trust|N|GNT|N|100.0|N|GNT
GNTY|Guaranty Bancshares, Inc. Common Stock|N|GNTY|N|100.0|N|GNTY
GNW|Genworth Financial Inc Common Stock|N|GNW|N|100.0|N|GNW
GOF|Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest|N|GOF|N|100.0|N|GOF
GOLD|Barrick Gold Corporation Common Stock (BC)|N|GOLD|N|100.0|N|GOLD
GOLF|Acushnet Holdings Corp. Common Stock|N|GOLF|N|100.0|N|GOLF
GOOS|Canada Goose Holdings Inc. Subordinate Voting Shares|N|GOOS|N|100.0|N|GOOS
GORO|Gold Resource Corporation Common Stock|A|GORO|N|100.0|N|GORO
GOTU|Gaotu Techedu Inc. American Depositary Shares|N|GOTU|N|100.0|N|GOTU
GPC|Genuine Parts Company Common Stock|N|GPC|N|100.0|N|GPC
GPI|Group 1 Automotive, Inc. Common Stock|N|GPI|N|100.0|N|GPI
GPJA|Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1, 2077|N|GPJA|N|100.0|N|GPJA
GPK|Graphic Packaging Holding Company|N|GPK|N|100.0|N|GPK
GPMT|Granite Point Mortgage Trust Inc. Common Stock|N|GPMT|N|100.0|N|GPMT
GPN|Global Payments Inc. Common Stock|N|GPN|N|100.0|N|GPN
GPOR|Gulfport Energy Corporation Common Shares|N|GPOR|N|100.0|N|GPOR
GPRK|Geopark Ltd Common Shares|N|GPRK|N|100.0|N|GPRK
GPS|Gap, Inc. (The) Common Stock|N|GPS|N|100.0|N|GPS
GRBK|Green Brick Partners, Inc. Common Stock|N|GRBK|N|100.0|N|GRBK
GRC|Gorman-Rupp Company (The) Common Stock|N|GRC|N|100.0|N|GRC
GRF|Eagle Capital Growth Fund, Inc. Common Stock|A|GRF|N|100.0|N|GRF
GRFX|Graphex Group Limited American Depositary Shares, each American Depositary Share representing 20 Ordinary Shares|A|GRFX|N|100.0|N|GRFX
GRMN|Garmin Ltd. Common Stock (Switzerland)|N|GRMN|N|100.0|N|GRMN
GRN|iPath Series B Carbon Exchange-Traded Notes|P|GRN|N|100.0|N|GRN
GRND|Grindr Inc. Common Stock|N|GRND|N|100.0|N|GRND
GRNT|Granite Ridge Resources, Inc. Common Stock|N|GRNT|N|100.0|N|GRNT
GROV|Grove Collaborative Holdings, Inc. Class A Common Stock|N|GROV|N|100.0|N|GROV
GROY|Gold Royalty Corp. Common Shares|A|GROY|N|100.0|N|GROY
GRP.U|Granite Real Estate Inc. Stapled Units, each consisting of one unit of Granite Real Estate Trust and one common share of Granite REIT Inc.|N|GRP.U|N|100.0|N|GRP=
GRX|The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest|N|GRX|N|100.0|N|GRX
GS|Goldman Sachs Group, Inc. (The) Common Stock|N|GS|N|100.0|N|GS
GSAT|Globalstar, Inc. Common Stock|A|GSAT|N|100.0|N|GSAT
GSBD|Goldman Sachs BDC, Inc. Common Stock|N|GSBD|N|100.0|N|GSBD
GSK|GSK plc American Depositary Shares (Each representing two Ordinary Shares)|N|GSK|N|100.0|N|GSK
GSL|Global Ship Lease Inc New Class A Common Shares|N|GSL|N|100.0|N|GSL
GTE|Gran Tierra Energy Inc. Common Stock|A|GTE|N|100.0|N|GTE
GTES|Gates Industrial Corporation plc Ordinary Shares|N|GTES|N|100.0|N|GTES
GTLS|Chart Industries, Inc. Common Stock|N|GTLS|N|100.0|N|GTLS
GTN|Gray Television, Inc. Common Stock|N|GTN|N|100.0|N|GTN
GTN.A|Gray Television, Inc. CLass A Common Stock|N|GTN.A|N|100.0|N|GTN.A
GTY|Getty Realty Corporation Common Stock|N|GTY|N|100.0|N|GTY
GUG|Guggenheim Active Allocation Fund Common Shares of Beneficial Interest|N|GUG|N|100.0|N|GUG
GUT|Gabelli Utility Trust (The) Common Stock|N|GUT|N|100.0|N|GUT
GVA|Granite Construction Incorporated Common Stock|N|GVA|N|100.0|N|GVA
GWH|ESS Tech, Inc. Common Stock|N|GWH|N|100.0|N|GWH
GWRE|Guidewire Software, Inc. Common Stock|N|GWRE|N|100.0|N|GWRE
GWW|W.W. Grainger, Inc. Common Stock|N|GWW|N|100.0|N|GWW
GXO|GXO Logistics, Inc. Common Stock |N|GXO|N|100.0|N|GXO
H|Hyatt Hotels Corporation Class A Common Stock|N|H|N|100.0|N|H
HAE|Haemonetics Corporation Common Stock|N|HAE|N|100.0|N|HAE
HAFN|Hafnia Limited Common Shares|N|HAFN|N|100.0|N|HAFN
HAL|Halliburton Company Common Stock|N|HAL|N|100.0|N|HAL
HASI|Hannon Armstrong Sustainable Infrastructure Capital, Inc. Common Stock|N|HASI|N|100.0|N|HASI
HAYW|Hayward Holdings, Inc. Common Stock|N|HAYW|N|100.0|N|HAYW
HBB|Hamilton Beach Brands Holding Company Class A Common Stock |N|HBB|N|100.0|N|HBB
HBI|Hanesbrands Inc. Common Stock|N|HBI|N|100.0|N|HBI
HBM|Hudbay Minerals Inc. Ordinary Shares (Canada)|N|HBM|N|100.0|N|HBM
HCA|HCA Healthcare, Inc. Common Stock|N|HCA|N|100.0|N|HCA
HCC|Warrior Met Coal, Inc. Common Stock|N|HCC|N|100.0|N|HCC
HCI|HCI Group, Inc. Common Stock|N|HCI|N|100.0|N|HCI
HCXY|Hercules Capital, Inc. 6.25% Notes due 2033|N|HCXY|N|100.0|N|HCXY
HD|Home Depot, Inc. (The) Common Stock|N|HD|N|100.0|N|HD
HDB|HDFC Bank Limited Common Stock|N|HDB|N|100.0|N|HDB
HE|Hawaiian Electric Industries, Inc. Common Stock|N|HE|N|100.0|N|HE
HEI|Heico Corporation Common Stock|N|HEI|N|100.0|N|HEI
HEI.A|Heico Corporation Common Stock|N|HEI.A|N|100.0|N|HEI.A
HEQ|John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest|N|HEQ|N|100.0|N|HEQ
HES|Hess Corporation Common Stock|N|HES|N|100.0|N|HES
HESM|Hess Midstream LP Class A Share|N|HESM|N|100.0|N|HESM
HFRO|Highland Opportunities and Income Fund Common Shares of Beneficial Interest|N|HFRO|N|100.0|N|HFRO
HG|Hamilton Insurance Group, Ltd. Class B Common Shares|N|HG|N|100.0|N|HG
HGLB|Highland Global Allocation Fund Common Stock|N|HGLB|N|100.0|N|HGLB
HGTY|Hagerty, Inc. Class A Common Stock|N|HGTY|N|100.0|N|HGTY
HGV|Hilton Grand Vacations Inc. Common Stock |N|HGV|N|100.0|N|HGV
HHH|Howard Hughes Holdings Inc. Common Stock|N|HHH|N|100.0|N|HHH
HI|Hillenbrand Inc Common Stock|N|HI|N|100.0|N|HI
HIE|Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest|N|HIE|N|100.0|N|HIE
HIG|Hartford Financial Services Group, Inc. (The) Common Stock|N|HIG|N|100.0|N|HIG
HII|Huntington Ingalls Industries, Inc. Common Stock|N|HII|N|100.0|N|HII
HIMS|Hims & Hers Health, Inc. Class A Common Stock|N|HIMS|N|100.0|N|HIMS
HIO|Western Asset High Income Opportunity Fund, Inc. Common Stock|N|HIO|N|100.0|N|HIO
HIPO|Hippo Holdings Inc. Common Stock|N|HIPO|N|100.0|N|HIPO
HIW|Highwoods Properties, Inc. Common Stock|N|HIW|N|100.0|N|HIW
HIX|Western Asset High Income Fund II Inc. Common Stock|N|HIX|N|100.0|N|HIX
HKD|AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares)|N|HKD|N|100.0|N|HKD
HL|Hecla Mining Company Common Stock|N|HL|N|100.0|N|HL
HLF|Herbalife Ltd. Common Shares|N|HLF|N|100.0|N|HLF
HLI|Houlihan Lokey, Inc. Class A Common Stock|N|HLI|N|100.0|N|HLI
HLIO|Helios Technologies, Inc. Common Stock|N|HLIO|N|100.0|N|HLIO
HLLY|Holley Inc. Common Stock|N|HLLY|N|100.0|N|HLLY
HLN|Haleon plc American Depositary Shares (Each representing two Ordinary Shares)|N|HLN|N|100.0|N|HLN
HLT|Hilton Worldwide Holdings Inc. Common Stock |N|HLT|N|100.0|N|HLT
HLX|Helix Energy Solutions Group, Inc. Common Stock|N|HLX|N|100.0|N|HLX
HMC|Honda Motor Company, Ltd. Common Stock|N|HMC|N|100.0|N|HMC
HMN|Horace Mann Educators Corporation Common Stock|N|HMN|N|100.0|N|HMN
HMY|Harmony Gold Mining Company Limited|N|HMY|N|100.0|N|HMY
HNI|HNI Corporation Common Stock|N|HNI|N|100.0|N|HNI
HNRA|HNR Acquisition Corp Class A Common Stock|A|HNRA|N|100.0|N|HNRA
HNW|Pioneer Diversified High Income Fund, Inc.|A|HNW|N|100.0|N|HNW
HOG|Harley-Davidson, Inc. Common Stock|N|HOG|N|100.0|N|HOG
HOMB|Home BancShares, Inc. Common Stock|N|HOMB|N|100.0|N|HOMB
HOUS|Anywhere Real Estate Inc. Common Stock,|N|HOUS|N|100.0|N|HOUS
HOV|Hovnanian Enterprises, Inc. Class A Common Stock|N|HOV|N|100.0|N|HOV
HP|Helmerich & Payne, Inc. Common Stock|N|HP|N|100.0|N|HP
HPE|Hewlett Packard Enterprise Company Common Stock|N|HPE|N|100.0|N|HPE
HPF|John Hancock Pfd Income Fund II Pfd Income Fund II|N|HPF|N|100.0|N|HPF
HPI|John Hancock Preferred Income Fund Common Shares of Beneficial Interest|N|HPI|N|100.0|N|HPI
HPP|Hudson Pacific Properties, Inc. Common Stock|N|HPP|N|100.0|N|HPP
HPQ|HP Inc. Common Stock|N|HPQ|N|100.0|N|HPQ
HPS|John Hancock Preferred Income Fund III Preferred Income Fund III|N|HPS|N|100.0|N|HPS
HQH|abrdn Healthcare Investors Shares of Beneficial Interest|N|HQH|N|100.0|N|HQH
HQL|abrdn Life Sciences Investors Shares of Beneficial Interest|N|HQL|N|100.0|N|HQL
HR|Healthcare Realty Trust Incorporated Common Stock|N|HR|N|100.0|N|HR
HRB|H&R Block, Inc. Common Stock|N|HRB|N|100.0|N|HRB
HRI|Herc Holdings Inc. Common Stock |N|HRI|N|100.0|N|HRI
HRL|Hormel Foods Corporation Common Stock|N|HRL|N|100.0|N|HRL
HRT|HireRight Holdings Corporation Common Stock|N|HRT|N|100.0|N|HRT
HRTG|Heritage Insurance Holdings, Inc. Common Stock|N|HRTG|N|100.0|N|HRTG
HSBC|HSBC Holdings, plc. Common Stock|N|HSBC|N|100.0|N|HSBC
HSHP|Himalaya Shipping Ltd. Common Shares|N|HSHP|N|100.0|N|HSHP
HSY|The Hershey Company Common Stock|N|HSY|N|100.0|N|HSY
HTD|John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest|N|HTD|N|100.0|N|HTD
HTFB|Horizon Technology Finance Corporation 4.875% Notes due 2026|N|HTFB|N|100.0|N|HTFB
HTFC|Horizon Technology Finance Corporation 6.25% Notes due 2027|N|HTFC|N|100.0|N|HTFC
HTGC|Hercules Capital, Inc. Common Stock|N|HTGC|N|100.0|N|HTGC
HTH|Hilltop Holdings Inc.|N|HTH|N|100.0|N|HTH
HUBB|Hubbell Inc Common Stock|N|HUBB|N|100.0|N|HUBB
HUBS|HubSpot, Inc. Common Stock|N|HUBS|N|100.0|N|HUBS
HUM|Humana Inc. Common Stock|N|HUM|N|100.0|N|HUM
HUN|Huntsman Corporation Common Stock|N|HUN|N|100.0|N|HUN
HUSA|Houston American Energy Corporation Common Stock|A|HUSA|N|100.0|N|HUSA
HUYA|HUYA Inc. American depositary shares, each  representing one Class A ordinary share|N|HUYA|N|100.0|N|HUYA
HVT|Haverty Furniture Companies, Inc. Common Stock|N|HVT|N|100.0|N|HVT
HVT.A|Haverty Furniture Companies, Inc. Common Stock|N|HVT.A|N|100.0|N|HVT.A
HWM|Howmet Aerospace Inc. Common Stock|N|HWM|N|100.0|N|HWM
HXL|Hexcel Corporation Common Stock|N|HXL|N|100.0|N|HXL
HY|Hyster-Yale, Inc. Class A common stock|N|HY|N|100.0|N|HY
HYAC|Haymaker Acquisition Corp. 4 Class A Ordinary Shares|N|HYAC|N|100.0|N|HYAC
HYB|New America High Income Fund, Inc. (The) Common Stock|N|HYB|N|100.0|N|HYB
HYI|Western Asset High Yield Defined Opportunity Fund Inc. Common Stock|N|HYI|N|100.0|N|HYI
HYLN|Hyliion Holdings Corp. Class A Common Stock|N|HYLN|N|100.0|N|HYLN
HYT|Blackrock Corporate High Yield Fund, Inc. Common Stock|N|HYT|N|100.0|N|HYT
HZO|MarineMax, Inc.  (FL) Common Stock|N|HZO|N|100.0|N|HZO
IAE|Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest|N|IAE|N|100.0|N|IAE
IAF|abrdn Australia Equity Fund, Inc. Common Stock|A|IAF|N|100.0|N|IAF
IAG|Iamgold Corporation Ordinary Shares|N|IAG|N|100.0|N|IAG
IAUX|i-80 Gold Corp. Common Shares|A|IAUX|N|100.0|N|IAUX
IBIO|iBio, Inc. Common Stock|A|IBIO|N|100.0|N|IBIO
IBM|International Business Machines Corporation Common Stock|N|IBM|N|100.0|N|IBM
