Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
RILYZ|B. Riley Financial, Inc. - 5.25% Senior Notes due 2028|G|N|N|100.0|N|N
RIOT|Riot Platforms, Inc. - Common Stock|S|N|N|100.0|N|N
RIVN|Rivian Automotive, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
RKDA|Arcadia Biosciences, Inc. - Common Stock|S|N|N|100.0|N|N
RKLB|Rocket Lab USA, Inc. - Common Stock|S|N|N|100.0|N|N
RLAY|Relay Therapeutics, Inc. - Common Stock|G|N|N|100.0|N|N
RLMD|Relmada Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
RLYB|Rallybio Corporation - Common Stock|Q|N|N|100.0|N|N
RMBI|Richmond Mutual Bancorporation, Inc. - Common Stock|S|N|N|100.0|N|N
RMBL|RumbleOn, Inc. - Class B Common Stock|S|N|N|100.0|N|N
RMBS|Rambus, Inc. - Common Stock|Q|N|N|100.0|N|N
RMCF|Rocky Mountain Chocolate Factory, Inc. - Common Stock|G|N|N|100.0|N|N
RMCO|Royalty Management Holding Corporation - Class A Common Stock|S|N|N|100.0|N|N
RMCOW|Royalty Management Holding Corporation - Warrant|S|N|N|100.0|N|N
RMNI|Rimini Street, Inc. - Common Stock|G|N|N|100.0|N|N
RMR|The RMR Group Inc. - Class A Common Stock|S|N|N|100.0|N|N
RMTI|Rockwell Medical, Inc. - Common Stock|S|N|N|100.0|N|N
RNA|Avidity Biosciences, Inc. - Common Stock|G|N|N|100.0|N|N
RNAC|Cartesian Therapeutics, Inc. - Common Stock|G|N|N|100.0|N|N
RNAZ|TransCode Therapeutics, Inc. - Common Stock|S|N|N|100.0|N|N
RNW|ReNew Energy Global plc - Class A Shares|Q|N|N|100.0|N|N
RNWWW|ReNew Energy Global plc - Warrant|Q|N|N|100.0|N|N
RNXT|RenovoRx, Inc. - Common Stock|S|N|N|100.0|N|N
ROAD|Construction Partners, Inc. - Common Stock|Q|N|N|100.0|N|N
ROCK|Gibraltar Industries, Inc. - Common Stock|Q|N|N|100.0|N|N
ROCLU|Roth CH Acquisition V Co. - Unit|G|N|N|100.0|N|N
ROCLW|Roth CH Acquisition V Co. - Warrant|G|N|N|100.0|N|N
ROIC|Retail Opportunity Investments Corp. - Common Stock|Q|N|N|100.0|N|N
ROIV|Roivant Sciences Ltd. - Common Shares|Q|N|N|100.0|N|N
ROKU|Roku, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
ROOT|Root, Inc. - Common Stock|Q|N|N|100.0|N|N
ROP|Roper Technologies, Inc. - Common Stock|Q|N|N|100.0|N|N
ROST|Ross Stores, Inc. - Common Stock|Q|N|N|100.0|N|N
RPAY|Repay Holdings Corporation - Class A Common Stock|S|N|N|100.0|N|N
RPD|Rapid7, Inc. - Common Stock|G|N|N|100.0|N|N
RPHM|Reneo Pharmaceuticals, Inc. - Common Stock|G|N|N|100.0|N|N
RPRX|Royalty Pharma plc - Class A Ordinary Shares|Q|N|N|100.0|N|N
RPTX|Repare Therapeutics Inc. - Common Shares|Q|N|N|100.0|N|N
RR|Richtech Robotics Inc. - Class B Common Stock|S|N|N|100.0|N|N
RRBI|Red River Bancshares, Inc. - Common Stock|Q|N|N|100.0|N|N
RRGB|Red Robin Gourmet Burgers, Inc. - Common Stock|Q|N|N|100.0|N|N
RRR|Red Rock Resorts, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
RSSS|Research Solutions, Inc - Common Stock|S|N|N|100.0|N|N
RSVR|Reservoir Media, Inc.. - Common Stock|G|N|N|100.0|N|N
RSVRW|Reservoir Media, Inc.. - Warrant|G|N|N|100.0|N|N
RTC|Baijiayun Group Ltd - Class Ordinary Shares|G|N|N|100.0|N|N
RUM|Rumble Inc. - Class A Common Stock|G|N|N|100.0|N|N
RUMBW|Rumble Inc. - Warrant|G|N|N|100.0|N|N
RUN|Sunrun Inc. - Common Stock|Q|N|N|100.0|N|N
RUSHA|Rush Enterprises, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
RUSHB|Rush Enterprises, Inc. - Class B Common Stock|Q|N|N|100.0|N|N
RVMD|Revolution Medicines, Inc. - Common Stock|Q|N|N|100.0|N|N
RVMDW|Revolution Medicines, Inc. - Warrant|Q|N|N|100.0|N|N
RVNC|Revance Therapeutics, Inc. - Common Stock|G|N|N|100.0|N|N
RVPH|Reviva Pharmaceuticals Holdings, Inc. - Common Stock|S|N|N|100.0|N|N
RVPHW|Reviva Pharmaceuticals Holdings, Inc. - Warrants|S|N|N|100.0|N|N
RVSB|Riverview Bancorp Inc - Common Stock|Q|N|N|100.0|N|N
RVSN|Rail Vision Ltd. - Ordinary Shares|S|N|N|100.0|N|N
RVSNW|Rail Vision Ltd. - Warrant|S|N|N|100.0|N|N
RVYL|Ryvyl Inc. - Common Stock|S|N|N|100.0|N|N
RWAY|Runway Growth Finance Corp. - Common Stock|Q|N|N|100.0|N|N
RWAYL|Runway Growth Finance Corp. - 7.50% Notes due 2027|Q|N|N|100.0|N|N
RWAYZ|Runway Growth Finance Corp. - 8.00% Notes due 2027|Q|N|N|100.0|N|N
RWOD|Redwoods Acquisition Corp. - Common Stock|G|N|N|100.0|N|N
RWODR|Redwoods Acquisition Corp. - Rights|G|N|N|100.0|N|N
RWODU|Redwoods Acquisition Corp. - Unit|G|N|N|100.0|N|N
RWODW|Redwoods Acquisition Corp. - Warrants|G|N|N|100.0|N|N
RXRX|Recursion Pharmaceuticals, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
RXST|RxSight, Inc. - Common Stock|G|N|N|100.0|N|N
RXT|Rackspace Technology, Inc. - Common Stock|Q|N|N|100.0|N|N
RYAAY|Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares|Q|N|N|100.0|N|N
RYTM|Rhythm Pharmaceuticals, Inc. - Common Stock|G|N|N|100.0|N|N
RZLT|Rezolute, Inc. - Common Stock (NV)|S|N|N|100.0|N|N
SABR|Sabre Corporation - Common Stock|Q|N|N|100.0|N|N
SABS|SAB Biotherapeutics, Inc. - Common Stock|S|N|N|100.0|N|N
SABSW|SAB Biotherapeutics, Inc. - Warrant|S|N|N|100.0|N|N
SAFT|Safety Insurance Group, Inc. - Common Stock|Q|N|N|100.0|N|N
SAGE|Sage Therapeutics, Inc. - Common Stock|G|N|N|100.0|N|N
SAI|SAI.TECH Global Corporation  - Class A Ordinary Shares|S|N|N|100.0|N|N
SAIA|Saia, Inc. - Common Stock|Q|N|N|100.0|N|N
SAIC|Science Applications International Corporation - Common Stock|Q|N|N|100.0|N|N
SAITW|SAI.TECH Global Corporation  - Warrant|S|N|N|100.0|N|N
SAMG|Silvercrest Asset Management Group Inc. - Common Stock|G|N|N|100.0|N|N
SANA|Sana Biotechnology, Inc. - Common Stock|Q|N|N|100.0|N|N
SANG|Sangoma Technologies Corporation - Common Shares|Q|N|N|100.0|N|N
SANM|Sanmina Corporation - Common Stock|Q|N|N|100.0|N|N
SASR|Sandy Spring Bancorp, Inc. - Common Stock|Q|N|N|100.0|N|N
SATL|Satellogic Inc. - Class A Ordinary Shares|S|N|N|100.0|N|N
SATLW|Satellogic Inc. - Warrant|S|N|N|100.0|N|N
SATS|EchoStar Corporation - Common stock|Q|N|N|100.0|N|N
SAVA|Cassava Sciences, Inc. - Common Stock|S|N|N|100.0|N|N
SBAC|SBA Communications Corporation - Class A Common Stock|Q|N|N|100.0|N|N
SBCF|Seacoast Banking Corporation of Florida - Common Stock|Q|N|N|100.0|N|N
SBET|SharpLink Gaming, Inc. - Common Stock|S|N|N|100.0|N|N
SBFG|SB Financial Group, Inc. - Common Stock|S|N|N|100.0|N|N
SBGI|Sinclair, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
SBLK|Star Bulk Carriers Corp. - Common Shares|Q|N|N|100.0|N|N
SBRA|Sabra Health Care REIT, Inc. - Common Stock|Q|N|N|100.0|N|N
SBSI|Southside Bancshares, Inc. - Common Stock|Q|N|N|100.0|N|N
SBT|Sterling Bancorp, Inc. - Common Stock|S|N|N|100.0|N|N
SBUX|Starbucks Corporation - Common Stock|Q|N|N|100.0|N|N
SCHL|Scholastic Corporation - Common Stock|Q|N|N|100.0|N|N
SCKT|Socket Mobile, Inc. - Common Stock|S|N|N|100.0|N|N
SCLX|Scilex Holding Company - Common Stock|S|N|N|100.0|N|N
SCLXW|Scilex Holding Company - Warrant|S|N|N|100.0|N|N
SCOR|comScore, Inc. - Common Stock|Q|N|N|100.0|N|N
SCPH|scPharmaceuticals Inc. - Common Stock|Q|N|N|100.0|N|N
SCSC|ScanSource, Inc. - Common Stock|Q|N|N|100.0|N|N
SCVL|Shoe Carnival, Inc. - Common Stock|Q|N|N|100.0|N|N
SCWO|374Water Inc. - common stock|S|N|N|100.0|N|N
SCWX|SecureWorks Corp. - Class A Common Stock|Q|N|N|100.0|N|N
SCYX|SCYNEXIS, Inc. - Common Stock|G|N|N|100.0|N|N
SDA|SunCar Technology Group Inc. - Ordinary Shares|S|N|N|100.0|N|N
SDAWW|SunCar Technology Group Inc. - Warrant|S|N|N|100.0|N|N
SDGR|Schrodinger, Inc. - Common Stock|Q|N|N|100.0|N|N
SDIG|Stronghold Digital Mining, Inc. - Class A Common Stock|G|N|N|100.0|N|N
SEAT|Vivid Seats Inc. - Class A common stock|Q|N|N|100.0|N|N
SEATW|Vivid Seats Inc. - Warrant|Q|N|N|100.0|N|N
SEDG|SolarEdge Technologies, Inc. - Common Stock|Q|N|N|100.0|N|N
SEED|Origin Agritech Limited - Ordinary Shares|S|N|N|100.0|N|N
SEER|Seer, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
SEIC|SEI Investments Company - Common Stock|Q|N|N|100.0|N|N
SELF|Global Self Storage, Inc. - Common Stock|S|N|N|100.0|N|N
SELX|Semilux International Ltd. - Ordinary Shares|S|N|N|100.0|N|N
SENEA|Seneca Foods Corp. - Class A Common Stock|Q|N|N|100.0|N|N
SENEB|Seneca Foods Corp. - Class B Common Stock|Q|N|N|100.0|N|N
SEPA|SEP Acquisition Corp - Class A Common Stock|S|N|N|100.0|N|N
SEPAU|SEP Acquisition Corp - Unit|S|N|N|100.0|N|N
SEPAW|SEP Acquisition Corp - Warrants|S|N|N|100.0|N|N
SERA|Sera Prognostics, Inc. - Class A Common Stock|G|N|N|100.0|N|N
SERV|Serve Robotics Inc. - Common Stock|S|N|N|100.0|N|N
SEVN|Seven Hills Realty Trust  - Common Stock|S|N|N|100.0|N|N
SEZL|Sezzle Inc. - Common Stock|S|N|N|100.0|N|N
SFBC|Sound Financial Bancorp, Inc. - Common Stock|S|N|N|100.0|N|N
SFIX|Stitch Fix, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
SFM|Sprouts Farmers Market, Inc. - Common Stock|Q|N|N|100.0|N|N
SFNC|Simmons First National Corporation - Common Stock|Q|N|N|100.0|N|N
SFST|Southern First Bancshares, Inc. - Common Stock|G|N|N|100.0|N|N
SFWL|Shengfeng Development Limited - Class A Ordinary Shares|S|N|N|100.0|N|N
SGA|Saga Communications, Inc. - Class A Common Stock|G|N|N|100.0|N|N
SGC|Superior Group of Companies, Inc. - Common Stock|G|N|N|100.0|N|N
SGH|SMART Global Holdings, Inc. - Ordinary Shares|Q|N|N|100.0|N|N
SGHT|Sight Sciences, Inc. - Common Stock|Q|N|N|100.0|N|N
SGLY|Singularity Future Technology Ltd. - Common Stock|S|N|N|100.0|N|N
SGMA|SigmaTron International, Inc. - Common Stock|S|N|N|100.0|N|N
SGML|Sigma Lithium Corporation - common shares|S|N|N|100.0|N|N
SGMT|Sagimet Biosciences Inc. - Series A Common Stock|G|N|N|100.0|N|N
SGRP|SPAR Group, Inc. - Common Stock|S|N|N|100.0|N|N
SGRY|Surgery Partners, Inc. - Common Stock|Q|N|N|100.0|N|N
SHBI|Shore Bancshares, Inc. - Common Stock|Q|N|N|100.0|N|N
SHC|Sotera Health Company - Common Stock|Q|N|N|100.0|N|N
SHCRW|Sharecare, Inc. - Warrant|Q|N|N|100.0|N|N
SHEN|Shenandoah Telecommunications Co - Common Stock|Q|N|N|100.0|N|N
SHFSW|SHF Holdings, Inc. - Warrants|S|N|N|100.0|N|N
SHIM|Shimmick Corporation - Common Stock|G|N|N|100.0|N|N
SHIP|Seanergy Maritime Holdings Corp. - Common Stock|S|N|N|100.0|N|N
SHLS|Shoals Technologies Group, Inc. - Class A Common Stock|G|N|N|100.0|N|N
SHLT|SHL Telemedicine Ltd - American Depositary Shares|S|N|N|100.0|N|N
SHMD|SCHMID Group N.V. - Class A Ordinary Shares|G|N|N|100.0|N|N
SHMDW|SCHMID Group N.V. - Warrants|S|N|N|100.0|N|N
SHOO|Steven Madden, Ltd. - Common Stock|Q|N|N|100.0|N|N
SHOT|Safety Shot, Inc. - Common Stock|S|N|N|100.0|N|N
SHOTW|Safety Shot, Inc. - Warrant|S|N|N|100.0|N|N
SHYF|The Shyft Group, Inc. - Common Stock|Q|N|N|100.0|N|N
SIBN|SI-BONE, Inc. - Common Stock|G|N|N|100.0|N|N
SIEB|Siebert Financial Corp. - Common Stock|S|N|N|100.0|N|N
SIFY|Sify Technologies Limited - American Depository Shares, each represented by one Equity Share|S|N|N|100.0|N|N
SIFYR|Sify Technologies Limited - Rights expiring 6/21/2024|S|N|N|100.0|N|N
SIGA|SIGA Technologies Inc. - Common Stock|G|N|N|100.0|N|N
SIGI|Selective Insurance Group, Inc. - Common Stock|Q|N|N|100.0|N|N
SIGIP|Selective Insurance Group, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B|Q|N|N|100.0|N|N
SILC|Silicom Ltd - Ordinary Shares|Q|N|N|100.0|N|N
SILK|Silk Road Medical, Inc. - Common Stock|Q|N|N|100.0|N|N
SILO|Silo Pharma, Inc. - Common Stock|S|N|N|100.0|N|N
SIMO|Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares|Q|N|N|100.0|N|N
SINT|SiNtx Technologies, Inc. - Common Stock|S|N|N|100.0|N|N
SIRI|Sirius XM Holdings Inc. - Common Stock|Q|N|N|100.0|N|N
SISI|Shineco, Inc. - Common Stock|S|N|N|100.0|N|N
SITM|SiTime Corporation - Common Stock|G|N|N|100.0|N|N
SJ|Scienjoy Holding Corporation - Class A Ordinary Shares|S|N|N|100.0|N|N
SKGR|SK Growth Opportunities Corporation - Class A Common Stock|G|N|N|100.0|N|N
SKGRU|SK Growth Opportunities Corporation - Unit|G|N|N|100.0|N|N
SKGRW|SK Growth Opportunities Corporation - Warrant|G|N|N|100.0|N|N
SKIN|The Beauty Health Company - Class A Common Stock|S|N|N|100.0|N|N
SKWD|Skyward Specialty Insurance Group, Inc. - Common Stock|Q|N|N|100.0|N|N
SKYE|Skye Bioscience, Inc. - Common Stock|G|N|N|100.0|N|N
SKYT|SkyWater Technology, Inc. - Common Stock|S|N|N|100.0|N|N
SKYW|SkyWest, Inc. - Common Stock|Q|N|N|100.0|N|N
SKYX|SKYX Platforms Corp. - Common Stock|S|N|N|100.0|N|N
SLAB|Silicon Laboratories, Inc. - Common Stock|Q|N|N|100.0|N|N
SLDB|Solid Biosciences Inc. - Common Stock|Q|N|N|100.0|N|N
SLDP|Solid Power, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
SLDPW|Solid Power, Inc. - Warrant|Q|N|N|100.0|N|N
SLE|Super League Enterprise, Inc. - Common Stock|S|N|N|100.0|N|N
SLM|SLM Corporation - Common Stock|Q|N|N|100.0|N|N
SLMBP|SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B|Q|N|N|100.0|N|N
SLN|Silence Therapeutics Plc - American Depository Share|G|N|N|100.0|N|N
SLNG|Stabilis Solutions, Inc. - Common Stock|S|N|N|100.0|N|N
SLNH|Soluna Holdings, Inc. - Common Stock|S|N|N|100.0|N|N
SLNHP|Soluna Holdings, Inc. - 9.0% Series A Cumulative Perpetual Preferred Stock|S|N|N|100.0|N|N
SLNO|Soleno Therapeutics, Inc. - Common Stock|S|N|N|100.0|N|N
SLP|Simulations Plus, Inc. - Common Stock|Q|N|N|100.0|N|N
SLRC|SLR Investment Corp. - Closed End Fund|Q|N|N|100.0|N|N
SLRN|ACELYRIN, INC. - Common Stock|Q|N|N|100.0|N|N
SLS|SELLAS Life Sciences Group, Inc.  - Common Stock|S|N|N|100.0|N|N
SLVO|ETRACS Silver Shares Covered Call ETNs due April 21, 2033|G|N|N|100.0|N|N
SMBC|Southern Missouri Bancorp, Inc. - Common Stock|G|N|N|100.0|N|N
SMCI|Super Micro Computer, Inc. - Common Stock|Q|N|N|100.0|N|N
SMID|Smith-Midland Corporation - Common Stock|S|N|N|100.0|N|N
SMLR|Semler Scientific, Inc. - Common Stock|S|N|N|100.0|N|N
SMMT|Summit Therapeutics Inc.  - Common Stock|G|N|N|100.0|N|N
SMPL|The Simply Good Foods Company - Common Stock|S|N|N|100.0|N|N
SMSI|Smith Micro Software, Inc. - Common Stock|S|N|N|100.0|N|N
SMTC|Semtech Corporation - Common Stock|Q|N|N|100.0|N|N
SMTI|Sanara MedTech Inc. - Common Stock|S|N|N|100.0|N|N
SMTK|SmartKem, Inc. - Common Stock|S|N|N|100.0|N|N
SMXT|Solarmax Technology Inc. - Common Stock|G|N|N|100.0|N|N
SMXWW|SMX (Security Matters) Public Limited Company - Warrant|S|N|N|100.0|N|N
SNAL|Snail, Inc. - Class A Common Stock|S|N|N|100.0|N|N
SNBR|Sleep Number Corporation - Common Stock|Q|N|N|100.0|N|N
SNCR|Synchronoss Technologies, Inc. - Common Stock|S|N|N|100.0|N|N
SNCRL|Synchronoss Technologies, Inc. - 8.375% Senior Notes due 2026|G|N|N|100.0|N|N
SNCY|Sun Country Airlines Holdings, Inc. - Common Stock|Q|N|N|100.0|N|N
SND|Smart Sand, Inc. - Common Stock|Q|N|N|100.0|N|N
SNDL|SNDL Inc. - Common Shares|S|N|N|100.0|N|N
SNDX|Syndax Pharmaceuticals, Inc. - Common Stock|Q|N|N|100.0|N|N
SNEX|StoneX Group Inc. - Common Stock|Q|N|N|100.0|N|N
SNFCA|Security National Financial Corporation - Class A Common Stock|G|N|N|100.0|N|N
SNPO|Snap One Holdings Corp. - Common Stock|Q|N|N|100.0|N|N
SNPS|Synopsys, Inc. - Common Stock|Q|N|N|100.0|N|N
SNPX|Synaptogenix, Inc. - Common Stock|S|N|N|100.0|N|N
SNSE|Sensei Biotherapeutics, Inc. - Common Stock|G|N|N|100.0|N|N
SNT|Senstar Technologies Corporation - Common Shares|G|N|N|100.0|N|N
SNTG|Sentage Holdings Inc. - Class A Ordinary Shares|S|N|N|100.0|N|N
SNY|Sanofi - American Depositary Shares|Q|N|N|100.0|N|N
SOFI|SoFi Technologies, Inc.  - Common Stock|Q|N|N|100.0|N|N
SOHU|Sohu.com Limited  - American Depositary Shares|Q|N|N|100.0|N|N
SONN|Sonnet BioTherapeutics Holdings, Inc. - Common Stock|S|N|N|100.0|N|N
SONO|Sonos, Inc. - Common Stock|Q|N|N|100.0|N|N
SOPA|Society Pass Incorporated - Common Stock|S|N|N|100.0|N|N
SOPH|SOPHiA GENETICS SA - Ordinary Shares|Q|N|N|100.0|N|N
SOTK|Sono-Tek Corporation - Common Stock|S|N|N|100.0|N|N
SOUN|SoundHound AI, Inc. - Class A Common Stock|G|N|N|100.0|N|N
SOUNW|SoundHound AI, Inc. - Warrant|G|N|N|100.0|N|N
SOWG|Sow Good Inc. - Common Stock|S|N|N|100.0|N|N
SPFI|South Plains Financial, Inc. - Common Stock|Q|N|N|100.0|N|N
SPKL|Spark I Acquisition Corp. - Class A Ordinary Share|G|N|N|100.0|N|N
SPKLU|Spark I Acquisition Corp. - Unit|G|N|N|100.0|N|N
SPKLW|Spark I Acquisition Corp. - Warrant|G|N|N|100.0|N|N
SPNS|Sapiens International Corporation N.V. - Common Shares|Q|N|N|100.0|N|N
SPOK|Spok Holdings, Inc. - Common Stock|Q|N|N|100.0|N|N
SPRC|SciSparc Ltd. - Ordinary Shares|S|N|N|100.0|N|N
SPRO|Spero Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
SPRY|ARS Pharmaceuticals, Inc. - Common Stock|G|N|N|100.0|N|N
SPSC|SPS Commerce, Inc. - Common Stock|Q|N|N|100.0|N|N
SPT|Sprout Social, Inc - Class A Common Stock|S|N|N|100.0|N|N
SPTN|SpartanNash Company - Common Stock|Q|N|N|100.0|N|N
SPWH|Sportsman's Warehouse Holdings, Inc. - Common Stock|Q|N|N|100.0|N|N
SQFTP|Presidio Property Trust, Inc. - 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share|S|N|N|100.0|N|N
SQFTW|Presidio Property Trust, Inc. - Series A Common Stock Purchase Warrants|S|N|N|100.0|N|N
SRAD|Sportradar Group AG - Class A Ordinary Shares|Q|N|N|100.0|N|N
SRBK|SR Bancorp, Inc. - Common stock|S|N|N|100.0|N|N
SRCE|1st Source Corporation - Common Stock|Q|N|N|100.0|N|N
SRCL|Stericycle, Inc. - Common Stock|Q|N|N|100.0|N|N
SRDX|Surmodics, Inc. - Common Stock|Q|N|N|100.0|N|N
SRM|SRM Entertainment, Inc. - Common Stock|S|N|N|100.0|N|N
SRPT|Sarepta Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
SRRK|Scholar Rock Holding Corporation - Common Stock|Q|N|N|100.0|N|N
SRTS|Sensus Healthcare, Inc. - Common Stock|S|N|N|100.0|N|N
SRZN|Surrozen, Inc. - Common Stock|S|N|N|100.0|N|N
SRZNW|Surrozen, Inc. - Warrant|S|N|N|100.0|N|N
SSBI|Summit State Bank - Common Stock|G|N|N|100.0|N|N
SSBK|Southern States Bancshares, Inc. - Common Stock|Q|N|N|100.0|N|N
SSIC|Silver Spike Investment Corp. - Common Stock|G|N|N|100.0|N|N
SSNC|SS&C Technologies Holdings, Inc. - Common Stock|Q|N|N|100.0|N|N
SSP|E.W. Scripps Company (The) - Class A Common Stock|Q|N|N|100.0|N|N
SSRM|SSR Mining Inc. - Common Stock|Q|N|N|100.0|N|N
SSSS|SuRo Capital Corp. - Closed End Fund|Q|N|N|100.0|N|N
SSSSL|SuRo Capital Corp. - 6.00% Notes due 2026|G|N|N|100.0|N|N
SSTI|SoundThinking, Inc. - Common Stock|S|N|N|100.0|N|N
SSYS|Stratasys, Ltd. - Common Stock|Q|N|N|100.0|N|N
STAA|STAAR Surgical Company - Common Stock|G|N|N|100.0|N|N
STBA|S&T Bancorp, Inc. - Common Stock|Q|N|N|100.0|N|N
STCN|Steel Connect, Inc. - Common Stock|S|N|N|100.0|N|N
STEP|StepStone Group Inc. - Class A Common Stock|Q|N|N|100.0|N|N
STER|Sterling Check Corp. - Common Stock|Q|N|N|100.0|N|N
STGW|Stagwell Inc. - Class A Common Stock|Q|N|N|100.0|N|N
STHO|Star Holdings - Shares of Beneficial Interest|G|N|N|100.0|N|N
STIM|Neuronetics, Inc. - Common Stock|G|N|N|100.0|N|N
STKH|Steakholder Foods Ltd. - American Depositary Shares|S|N|N|100.0|N|N
STKL|SunOpta, Inc. - Common Stock|Q|N|N|100.0|N|N
STKS|The ONE Group Hospitality, Inc. - Common Stock|S|N|N|100.0|N|N
STLD|Steel Dynamics, Inc. - Common Stock|Q|N|N|100.0|N|N
STNE|StoneCo Ltd. - Class A Common Share|Q|N|N|100.0|N|N
STOK|Stoke Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
STRA|Strategic Education, Inc. - Common Stock|Q|N|N|100.0|N|N
STRL|Sterling Infrastructure, Inc. - Common Stock|Q|N|N|100.0|N|N
STRO|Sutro Biopharma, Inc. - Common Stock|G|N|N|100.0|N|N
STRRP|Star Equity Holdings, Inc. - Series A Cumulative Perpetual Preferred Stock|G|N|N|100.0|N|N
STRS|Stratus Properties Inc. - Common Stock|Q|N|N|100.0|N|N
STRT|STRATTEC SECURITY CORPORATION - Common Stock|G|N|N|100.0|N|N
STSSW|Sharps Technology Inc. - Warrant|S|N|N|100.0|N|N
STTK|Shattuck Labs, Inc. - Common Stock|Q|N|N|100.0|N|N
STX|Seagate Technology Holdings PLC - Ordinary Shares (Ireland)|Q|N|N|100.0|N|N
SUGP|SU Group Holdings Limited - Ordinary Shares|S|N|N|100.0|N|N
SUPN|Supernus Pharmaceuticals, Inc. - Common Stock|G|N|N|100.0|N|N
SURG|SurgePays, Inc. - Common Stock|S|N|N|100.0|N|N
SURGW|SurgePays, Inc. - Warrant|S|N|N|100.0|N|N
SUUN|SolarBank Corporation - Common Stock|G|N|N|100.0|N|N
SVA|Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)|Q|N|N|100.0|N|N
SVC|Service Properties Trust - Shares of Beneficial Interest|Q|N|N|100.0|N|N
SVCO|Silvaco Group, Inc. - Common Stock|Q|N|N|100.0|N|N
SVII|Spring Valley Acquisition Corp. II - Class A Ordinary Shares|G|N|N|100.0|N|N
SVIIR|Spring Valley Acquisition Corp. II - Rights|G|N|N|100.0|N|N
SVIIU|Spring Valley Acquisition Corp. II - Units|G|N|N|100.0|N|N
SVIIW|Spring Valley Acquisition Corp. II - Warrant|G|N|N|100.0|N|N
SVMHW|SRIVARU Holding Limited - Warrant|S|N|N|100.0|N|N
SVRA|Savara, Inc. - Common Stock|Q|N|N|100.0|N|N
SVREW|SaverOne 2014 Ltd. - Warrant|S|N|N|100.0|N|N
SWAG|Stran & Company, Inc. - Common Stock|S|N|N|100.0|N|N
SWAGW|Stran & Company, Inc. - Warrant|S|N|N|100.0|N|N
SWBI|Smith & Wesson Brands, Inc. - Common Stock|Q|N|N|100.0|N|N
SWIM|Latham Group, Inc. - Common Stock|Q|N|N|100.0|N|N
SWIN|Solowin Holdings - Ordinary Share|S|N|N|100.0|N|N
SWKH|SWK Holdings Corporation - Common Stock|G|N|N|100.0|N|N
SWKHL|SWK Holdings Corporation - 9.00% Senior Notes due 2027|G|N|N|100.0|N|N
SWKS|Skyworks Solutions, Inc. - Common Stock|Q|N|N|100.0|N|N
SWTX|SpringWorks Therapeutics, Inc. - common stock|Q|N|N|100.0|N|N
SWVL|Swvl Holdings Corp - Ordinary Shares|S|N|N|100.0|N|N
SWVLW|Swvl Holdings Corp - Warrant|S|N|N|100.0|N|N
SXTC|China SXT Pharmaceuticals, Inc. - Common Stock|S|N|N|100.0|N|N
SXTPW|60 Degrees Pharmaceuticals, Inc. - Warrant|S|N|N|100.0|N|N
SY|So-Young International Inc. - American Depository Shares|G|N|N|100.0|N|N
SYBT|Stock Yards Bancorp, Inc. - Common Stock|Q|N|N|100.0|N|N
SYBX|Synlogic, Inc. - Common Stock|S|N|N|100.0|N|N
SYM|Symbotic Inc. - Class A Common Stock|G|N|N|100.0|N|N
SYNA|Synaptics Incorporated - Common Stock|Q|N|N|100.0|N|N
SYPR|Sypris Solutions, Inc. - Common Stock|G|N|N|100.0|N|N
SYRA|Syra Health Corp. - Class A Common Stock|S|N|N|100.0|N|N
SYRE|Spyre Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
SYRS|Syros Pharmaceuticals, Inc. - Common Stock|Q|N|N|100.0|N|N
SYT|SYLA Technologies Co., Ltd. - American Depositary Shares|S|N|N|100.0|N|N
SYTA|Siyata Mobile, Inc. - Common Shares|S|N|N|100.0|N|N
SYTAW|Siyata Mobile, Inc. - Warrant|S|N|N|100.0|N|N
TACT|TransAct Technologies Incorporated - Common Stock|G|N|N|100.0|N|N
TAIT|Taitron Components Incorporated - Class A Common Stock|S|N|N|100.0|N|N
TALK|Talkspace, Inc. - Common Stock|S|N|N|100.0|N|N
TALKW|Talkspace, Inc. - Warrant|S|N|N|100.0|N|N
TAOP|Taoping Inc. - Ordinary Shares|S|N|N|100.0|N|N
